station_code,monitoring_location,state_name,temp_min,temp_max,do_min,do_max,ph_min,ph_max,conductivity_min,conductivity_max,bod_min,bod_max,nitrate_min,nitrate_max,fecal_coliform_min,fecal_coliform_max,total_coliform_min,total_coliform_max,nitrate_minmissing,nitrate_maxmissing,fecal_coliform_minmissing,fecal_coliform_maxmissing,total_coliform_minmissing,total_coliform_maxmissing
2604,RIVER BEAS AT D/S JAISINGHPUR,HIMACHAL PRADESH,1.2917246727283112,22.0,2.2617630984737906,2.341805806147327,1.1327348211905697,1.1691339637561873,4.7535901911063645,5.8944028342648505,0.5265890341390445,0.5265890341390445,0.5813534384286917,1.01632319878605,1.0986122886681096,4.23410650459726,4.709530201312334,9.680406499268875,0,0,0,0,0,0
1007,RIVER BEAS AT D/S ALAMPUR,HIMACHAL PRADESH,1.2917246727283112,22.0,2.2512917986064953,2.322387720290225,1.136632125546019,1.1724865954782526,4.820281565605037,6.8679744089702925,0.5265890341390445,0.5265890341390445,0.5206354564565525,0.9747784295582798,1.0986122886681096,3.828641396489095,4.2626798770413155,9.127067452782361,0,0,0,0,0,0
3855,"RIVER BEAS D/S NADAUN BRIDGE, VILL BHADOLI",HIMACHAL PRADESH,1.3105061862047918,22.0,2.0541237336955462,2.33214389523559,1.1442438708753242,1.1790523938630966,4.406719247264253,6.003887067106539,0.5265890341390445,0.5813534384286917,0.23298636309433307,0.8159389276283057,1.0986122886681096,4.543294782270004,3.6888794541139363,8.594339400592892,0,0,0,0,0,0
1292,"RIVER BEAS AT PONG DAM ,PONG VILLAGE",HIMACHAL PRADESH,1.1247482629090362,19.0,2.2192034840549946,2.312535423847214,1.1442438708753242,1.1790523938630966,5.062595033026967,5.552959584921617,0.5265890341390445,0.5265890341390445,0.2953449160220252,0.924065710206787,1.0986122886681096,4.3694478524670215,5.3981627015177525,8.594339400592892,0,0,0,0,0,0
1009,RIVER BEAS AT D/S PONG DAM,HIMACHAL PRADESH,1.1622831138840004,20.0,2.2082744135228043,2.322387720290225,1.1404678946996611,1.1691339637561873,5.0689042022202315,5.579729825986222,0.5265890341390445,0.5265890341390445,0.43704220136194505,0.8557992666847014,1.0986122886681096,4.23410650459726,5.14166355650266,8.594339400592892,0,0,0,0,0,0
1008,RIVER BEAS AT D/S DEHRAGOPIPUR,HIMACHAL PRADESH,1.327761429538331,22.0,2.0412203288596382,2.322387720290225,1.1327348211905697,1.1691339637561873,4.68213122712422,5.958424693029782,0.5265890341390445,0.5265890341390445,0.5494891973496256,0.8967465127018577,1.0986122886681096,4.709530201312334,3.713572066704308,8.594339400592892,0,0,0,0,0,0
4435,RIVER BEAS U/S SUJANPUR TIHRA,HIMACHAL PRADESH,1.327761429538331,28.0,2.1633230256605382,2.302585092994046,1.120655136649004,1.188569495837426,5.488937726156687,6.872128101338986,0.5265890341390445,1.0144542615656185,0.24500815840403262,0.8233646768844188,1.0986122886681096,1.791759469228055,2.8903717578961645,5.14166355650266,0,0,0,0,0,0
4436,RIVER BEAS D/S SUJANPUR TIHRA,HIMACHAL PRADESH,1.3260981609060194,28.0,2.151762203259462,2.2823823856765264,1.1247482629090362,1.1691339637561873,5.438079308923196,6.302618975744905,0.5265890341390445,0.9266593132662122,0.24500815840403262,0.8820525014712138,1.0986122886681096,1.791759469228055,2.8903717578961645,5.3981627015177525,0,0,0,0,0,0
4437,RIVER BEAS U/S NADAUM TOWN,HIMACHAL PRADESH,1.337472403977723,27.0,2.0412203288596382,2.2925347571405443,1.1404678946996611,1.1724865954782526,5.488937726156687,8.019941687677365,0.5265890341390445,0.8480123479654416,0.23298636309433307,0.573646702691828,1.0986122886681096,2.1972245773362196,2.8903717578961645,5.14166355650266,0,0,0,0,0,0
4438,RIVER BEAS D/S NADAUN TOWN AFTER CONFLUENCE OF MAAN KHAD,HIMACHAL PRADESH,1.3358849867248124,28.0,2.174751721484161,2.2925347571405443,1.1327348211905697,1.1757923457184887,5.37989735354046,5.986452005284438,0.5265890341390445,0.9089053432757519,0.24500815840403262,0.5710406869178011,1.0986122886681096,2.1972245773362196,3.091042453358316,4.948759890378168,0,0,0,0,0,0
4443,RIVER BEAS AT RAISON,HIMACHAL PRADESH,0.8697416861919438,15.0,2.174751721484161,2.272125885509337,1.1164927212656812,1.1691339637561873,3.9889840465642745,4.927253685157205,0.5265890341390445,0.5265890341390445,0.24500815840403262,0.514585231521089,3.8712010109078907,4.948759890378168,5.3981627015177525,6.825460036255307,0,0,0,0,0,0
5765,RIVER BEAS D/S NEW BAJAURA BRIDGE,HIMACHAL PRADESH,0.9591348389208239,16.0,2.1400661634962708,2.2512917986064953,1.1247482629090362,1.1657332267208378,4.04305126783455,5.641907070938114,0.5265890341390445,0.5265890341390445,0.24500815840403262,0.4760885607056574,4.07753744390572,4.948759890378168,5.638354669333745,6.825460036255307,0,0,0,0,0,0
30083,RIVER BEAS AT TALWARA (PONG DAM),HIMACHAL PRADESH,1.3655228012416016,27.0,2.1041341542702074,2.3978952727983707,1.1657332267208378,1.182267876936692,5.1647859739235145,5.442417710521793,0.5265890341390445,0.7412763113750152,0.2736927311956441,0.8209094116876942,2.4849066497880004,8.24301946898925,3.8501476017100584,9.741027444837728,0,0,0,0,0,0
30084,"RIVER BEAS AT D/S CHANGARWA VILLAGE, (PUNJAB)",PUNJAB,1.372306733580753,28.0,1.916922612182061,2.4595888418037104,1.1622831138840004,1.1757923457184887,5.308267697401205,5.424950017481403,0.5265890341390445,0.554997910349126,0.2900334831833251,0.7672019599617956,4.709530201312334,9.99884318585288,5.602118820879701,11.429554725537322,0,0,0,0,0,0
1693,"RIVER BEAS AT TALWARA H/W, PUNJAB",PUNJAB,1.2917246727283112,33.0,2.0412203288596382,2.4069451083182885,1.1404678946996611,1.1691339637561873,5.187385805840755,5.501258210544727,0.5265890341390445,0.5813534384286917,0.425678272731624,0.5813534384286917,2.9444389791664403,3.8501476017100584,4.2626798770413155,5.017279836814924,0,0,0,0,0,0
1694,"RIVER BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,1.2484412575662103,34.0,2.1633230256605382,2.312535423847214,1.1516230654638673,1.1724865954782526,5.293304824724492,5.886104031450156,0.5265890341390445,0.5813534384286917,0.2900334831833251,0.5577213932669424,3.332204510175204,4.543294782270004,4.709530201312334,5.484796933490655,0,0,0,0,0,0
1010,"RIVER BEAS AT MIRTHAL BRIDGE, GURDASPUR",PUNJAB,1.2484412575662103,34.0,2.1633230256605382,2.312535423847214,1.1442438708753242,1.1724865954782526,5.3230099791384085,5.981414211254481,0.5265890341390445,0.6059043893061568,0.3852648696622473,0.495826021792124,3.295836866004329,4.3694478524670215,4.553876891600541,5.14166355650266,0,0,0,0,0,0
1695,"RIVER BEAS D/S PATHANKOT, PUNJAB",PUNJAB,1.2484412575662103,34.0,2.128231705849268,2.2925347571405443,1.1442438708753242,1.1724865954782526,5.389071729816501,5.69035945432406,0.5265890341390445,0.5813534384286917,0.34036828580419143,0.554997910349126,3.4657359027997265,4.948759890378168,4.795790545596741,5.802118375377063,0,0,0,0,0,0
1294,"RIVER BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN , PUNJAB",PUNJAB,1.327761429538331,27.0,2.0794415416798357,2.312535423847214,1.1479617260213135,1.1691339637561873,5.318119993844216,5.62040086571715,0.5265890341390445,0.6059043893061568,0.425678272731624,0.6288586214346804,3.332204510175204,4.948759890378168,4.709530201312334,5.831882477283517,0,0,0,0,0,0
1696,"RIVER BEAS U/S GOINDWAL, PUNJAB",PUNJAB,1.3105061862047918,28.0,2.1972245773362196,2.322387720290225,1.1442438708753242,1.1691339637561873,5.2574953720277815,5.5053315359323625,0.5265890341390445,0.5813534384286917,0.2900334831833251,0.5410675672640729,4.23410650459726,4.948759890378168,5.3981627015177525,5.802118375377063,0,0,0,0,0,0
1697,"RIVER BEAS AT HARIKE, PUNJAB",PUNJAB,1.3105061862047918,28.0,2.2082744135228043,2.312535423847214,1.1516230654638673,1.1691339637561873,5.308267697401205,5.54907608489522,0.5265890341390445,0.5813534384286917,0.3852648696622473,0.6082685410500764,4.795790545596741,5.351858133476067,5.638354669333745,5.993961427306569,0,0,0,0,0,0
1011,RIVER BEAS AT G.T. ROAD UNDER BDG. NEAR KAPURTHALA,PUNJAB,1.3437034446606386,28.0,2.066862759472976,2.341805806147327,1.1552294313292908,1.1691339637561873,5.25227342804663,5.6240175061873385,0.5265890341390445,0.6288586214346804,0.34036828580419143,0.517622597565066,4.1588830833596715,5.14166355650266,5.3981627015177525,5.942799375126701,0,0,0,0,0,0
1012,RIVER BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,1.3105061862047918,28.0,2.186051276738094,2.2925347571405443,1.1552294313292908,1.1657332267208378,5.318119993844216,5.579729825986222,0.5265890341390445,0.6059043893061568,0.34036828580419143,0.554997910349126,4.543294782270004,5.14166355650266,5.564520407322694,5.942799375126701,0,0,0,0,0,0
4164,"RIVER BEAS RIVER, NR VILL KIRI AFGHANA, TEHSIL BATALA, GURDASPUR",PUNJAB,1.3437034446606386,27.0,2.0149030205422647,2.322387720290225,1.1516230654638673,1.1691339637561873,5.262690188904886,5.666426688112432,0.5265890341390445,0.6059043893061568,0.3852648696622473,0.5265890341390445,3.5263605246161616,5.14166355650266,4.948759890378168,5.860786223465865,0,0,0,0,0,0
5504,RIVER BEAS AT KARMOWALA VILLAGE,PUNJAB,1.4576463830228739,27.0,2.186051276738094,2.2823823856765264,1.15878230575197,1.1657332267208378,5.356586274672012,5.484796933490655,0.5265890341390445,0.5813534384286917,0.425678272731624,0.517622597565066,4.442651256490317,4.875197323201151,5.564520407322694,5.638354669333745,0,0,0,0,0,0
5505,RIVER BEAS AT CHAMBA KALAN,PUNJAB,1.4576463830228739,27.0,2.186051276738094,2.302585092994046,1.15878230575197,1.1657332267208378,5.342334251964811,5.480638923341991,0.5265890341390445,0.554997910349126,0.425678272731624,0.5053225111298241,4.2626798770413155,4.709530201312334,5.3981627015177525,5.916202062607435,0,0,0,0,0,0
5506,RIVER BEAS AT KAMBOH DAHIWALA,PUNJAB,1.4576463830228739,27.0,2.174751721484161,2.2925347571405443,1.1552294313292908,1.1622831138840004,5.3471075307174685,5.488937726156687,0.5265890341390445,0.554997910349126,0.4623410117990646,0.517622597565066,4.553876891600541,4.948759890378168,5.638354669333745,5.831882477283517,0,0,0,0,0,0
1867,RIVER SUTLEJ BEFORE CONF. WITH RIVER SPITI AT KHAB,HIMACHAL PRADESH,1.1247482629090362,11.5,2.312535423847214,2.341805806147327,1.1442438708753242,1.1724865954782526,4.955827057601261,6.282266746896006,0.5265890341390445,0.5265890341390445,0.24500815840403262,0.6482976648267678,1.0986122886681096,3.5263605246161616,2.302585092994046,5.638354669333745,0,0,0,0,0,0
